PreSynaptic Neuron,PostSynaptic Neuron,N,Inferred
C2-home,T3-B,3,0
C2-home,L4-B,9,0
C2-home,L4-C,14,0
C2-home,T3-home,1,0
C2-home,L3-home,4,0
L3-C,Tm9-C,29,0
L3-C,Tm5Y-C,3,0
L3-C,Dm9-0,18,0
L3-C,Tm5a-C,1,0
L3-C,Tm5a-L,1,0
L3-C,Lawf1-2,1,0
L3-C,Tm5Y-home,4,0
L3-C,Mi9-C,64,0
L3-C,Tm3p-D,5,0
L3-C,Dm3y-2,1,0
L3-C,Tm5c-1,1,0
L3-C,Tm3a-K,1,0
L3-C,Mi2-1,5,0
L3-C,Dm5_like-0,4,0
L3-C,Tm9-B,3,0
L3-C,Tm3a-C,7,0
L3-C,Dm3x-0,3,0
L3-C,C3-C,6,0
L3-C,TmY10_like-0,4,0
L3-C,Tm20-C,48,0
L3-C,Lawf1-0,1,0
L3-C,Dm3y-5,5,0
L3-C,Dm4-0,17,0
L3-C,Tm5c-0,29,0
L3-C,Mi4-C,1,0
L3-C,Dm3x-1,5,0
L3-C,Tm5c-3,6,0
L3-C,Tm28_TmY9-0,3,0
L3-C,Mi1-C,33,0
L3-C,TmY5a-0,3,0
L3-C,Tm4-J,1,0
L3-C,TmY10_like-1,3,0
Dm7-1,Tm5c-2,1,0
Dm7-1,Tm5c_like,1,0
Dm2-F,Dm2-home,1,0
Dm2-F,Dm7_Mi16_like-0,2,0
Dm2-F,Mi2-0,1,0
Dm2-F,Mi4-F,4,0
L2-F,T3-A,1,0
L2-F,Dm6-4,22,0
L2-F,Mi9-F,2,0
L2-F,Tm4-C,3,0
L2-F,Tm20-F,7,0
L2-F,Tm4-home,22,0
L2-F,C3-F,1,0
L2-F,TmY3-P,1,0
L2-F,Tm1-F,167,0
L2-F,TmY5a-F,1,0
L2-F,Dm6-1,32,0
L2-F,Tm2-F,176,0
L2-F,Tm6_14-home,1,0
L2-F,Tm4-A,39,0
L2-F,Mi4-F,12,0
L2-F,L5-F,66,0
L2-F,Tm4-D,2,0
L2-F,Dm6-2,14,0
L2-F,Tm4-B,19,0
L2-F,T1-F,205,0
L2-F,Tm4-F,6,0
L2-F,Dm6-6,11,0
T1-C,Tm20-C,5,0
T1-C,L2-C,10,0
T1-C,Mi9-C,2,0
T1-C,L5-C,6,0
T1-C,Tm2-C,1,0
Mi1-P,T4b-E,4,0
Mi1-P,Y3_Y6-5,4,0
Mi1-P,T4b-P,44,0
Mi1-P,Pm4-7,55,0
Mi1-P,C3-P,3,0
Mi1-P,TmY3-P,1,0
Mi1-P,Dm3x-2,1,0
Mi1-P,C3-A,1,0
Mi1-P,T4c-P,41,0
Mi1-P,T4a-E,3,0
Mi1-P,T2-E,6,0
Mi1-P,TmY4_like-2,3,0
Mi1-P,Tm4-home,6,0
Mi1-P,T4a-F,4,0
Mi1-P,T4d-P,34,0
Mi1-P,Mi4-P,10,0
Mi1-P,T3-F,4,0
Mi1-P,T4b-home,1,0
Mi1-P,T2-D-2nd,2,0
Mi1-P,T3-E,1,0
Mi1-P,T4d-Q,4,0
Mi1-P,Tm25_Y1-E,1,0
Mi1-P,TmY4_like-0,1,0
Mi1-P,Dm3y-3,1,0
Mi1-P,Pm3-0,9,0
Mi1-P,Mi9-P,2,0
Mi1-P,Y3_Y6-3,12,0
Mi1-P,T4b-O,4,0
Mi1-P,T4b-3O,8,0
Mi1-P,Pm2-2,4,0
Mi1-P,T4b-F,2,0
Mi1-P,Tm6_14-home,1,0
Mi1-P,Tm3a-D,5,0
Mi1-P,T3-home,1,0
Mi1-P,Pm2-5,23,0
Mi1-P,Pm2-9,27,0
Mi1-P,Tm3a-E,1,0
Mi1-P,Pm2-3,4,0
Mi1-P,T2a-Q,3,0
Mi1-P,Tm28_TmY9-2,2,0
Mi1-P,T4c-E,7,0
Mi1-P,Dm2-P,3,0
Mi1-P,Dm8-P,1,0
Mi1-P,Pm2-1,13,0
Mi1-P,T4c-F,2,0
Mi1-P,Tm28_TmY9-1,4,0
Mi1-P,T2-F,5,0
Mi1-P,T4d-E,9,0
Mi1-P,T4d-F,7,0
Mi1-P,Mi9-E,1,0
Mi1-P,Pm2-6,23,0
Mi1-P,Tm3p-P,7,0
Mi1-P,Tm1-P,2,0
Mi1-P,Pm2-0,4,0
Mi1-P,Mi2-0,3,0
Mi1-P,Tm6_14-F,4,0
Mi1-P,Mi1-P,1,0
Mi1-P,L1-P,6,0
Mi1-P,T2-home,5,0
Mi1-P,T2a-F,3,0
Mi1-P,T4a-P,31,0
Mi1-P,Pm2-10,37,0
Mi1-P,T2a-P,27,0
Mi1-P,Y3_Y6-0,57,0
Mi1-P,Tm3a-home,4,0
T2a-B,Pm1-2,3,0
T2a-B,Pm4-2,1,0
T2a-B,Tm3a-B,3,0
T2a-B,Y3_Y6-2,1,0
T2a-B,Tm25_Y1-home,1,0
T2a-B,TmY5a-0,1,0
T2a-B,T3-J,1,0
T2a-B,Tm6_14-J,7,0
T2a-B,Tm3p-B,3,0
T2a-B,Tm3p-home,4,0
T2a-B,Pm4-0,3,0
Tm2-C,Dm3y-5,8,0
Tm2-C,Dm3x-3,1,0
Tm2-C,Dm3y-1,1,0
Tm2-C,Tm4-K,2,0
Tm2-C,Tm1-C,7,0
Tm2-C,Mi22-1,1,0
Tm2-C,T2-J,1,0
Tm2-C,T3-K,11,0
Tm2-C,C3-D,4,0
Tm2-C,Y3_Y6-2,3,0
Tm2-C,Y3_Y6-4,3,0
Tm2-C,TmY3-C,7,0
Tm2-C,TmY3-B,2,0
Tm2-C,Tm5b-home,1,0
Tm2-C,Tm23_24,undefined,0
Tm2-C,T2a-L,2,0
Tm2-C,Dm1-2,5,0
Tm2-C,Dm3x-1,7,0
Tm2-C,Pm1-0,17,0
Tm2-C,Tm4-C,1,0
Tm2-C,TmY4_like-1,2,0
Tm2-C,T4b-D,1,0
Tm2-C,Pm3-1,5,0
Tm2-C,L2-C,1,0
Tm2-C,L5-C,21,0
Tm2-C,T3-B,2,0
Tm2-C,Tm6_14-K,1,0
Tm2-C,Mi9-C,12,0
Tm2-C,Dm1-3,2,0
Tm2-C,C3-home,5,0
Tm2-C,Pm2-2,1,0
Tm2-C,T3-J,20,0
Tm2-C,Y3_Y6-1,2,0
Tm2-C,TmY4_like-0,2,0
Tm2-C,Tm25_Y1-D,2,0
Tm2-C,Tm25_Y1-home,4,0
Tm2-C,Pm1-2,3,0
Tm2-C,Dm3y-6,13,0
Tm2-C,T1-C,1,0
Tm2-C,Mi4-C,4,0
Tm2-C,Mi9-home,2,0
Tm2-C,Tm4-J,5,0
Tm2-C,Lawf1-0,2,0
Tm2-C,Dm3y-2,3,0
Tm2-C,T3-C,18,0
Tm16_like-2,Mi2-1,1,0
Tm16_like-2,T3-K,2,0
Tm16_like-2,T3-J,3,0
Tm16_like-2,Mi4-C,1,0
Tm16_like-2,TmY13_like-1,10,0
Tm16_like-2,Tm16_like-2,1,0
Tm16_like-2,Y3_Y6-4,10,0
Tm16_like-2,Tm22_like,1,0
Tm16_like-2,Lawf1-2,2,0
Tm16_like-2,Mi9-K,6,0
Tm16_like-2,TmY10_like-0,2,0
Tm16_like-2,Y3_Y6-2,2,0
Tm16_like-2,Mi9-C,3,0
Tm16_like-2,TmY5a-0,3,0
Tm16_like-2,Tm4-K,2,0
Lawf1-0,Mi9-home,1,0
Lawf1-0,Tm3a-A,1,0
Lawf1-0,Tm3a-C,5,0
Lawf1-0,Tm3p-D,1,0
Lawf1-0,Tm3a-B,2,0
Lawf1-0,L3-F,1,0
Lawf1-0,Lawf1-2,2,0
Lawf1-0,Tm3p-P,1,0
Lawf1-0,Tm3p-A,1,0
Lawf1-0,TmY3-C,1,0
Lawf1-0,Tm5Y-E,1,0
Lawf1-0,Tm16_like-0,1,0
Lawf1-0,TmY3-home,1,0
Lawf1-0,Tm3a-K,3,0
L3-E,Mi1-E,22,0
L3-E,Dm3y-2,3,0
L3-E,Tm20-E,19,0
L3-E,Mi9-E,60,0
L3-E,Tm3a-D,1,0
L3-E,Mi9-P,4,0
L3-E,Tm5a-E,5,0
L3-E,TmY4_like-3,2,0
L3-E,Dm4-5,14,0
L3-E,Tm9-E,20,0
L3-E,Lawf2-0,1,0
L3-E,Dm3x-2,4,0
L3-E,Dm9-3,22,0
L3-E,TmY4_like-4,4,0
L3-E,Dm2-C,1,0
L3-E,Tm16_like-1,2,0
L3-E,Tm3p-E,1,0
L3-E,Mi4-E,1,0
L3-E,Tm5c-2,18,0
L3-E,TmY10_like-0,4,0
L3-E,Mi2-0,1,0
L3-E,Lawf1-2,2,0
L3-E,C3-E,5,0
L3-E,Tm16_like-0,1,0
L3-E,Tm5Y-F,1,0
L3-E,Tm5c-0,1,0
L3-E,Mi22-0,1,0
L3-E,Dm3y-1,3,0
Dm9-3,Tm3a-D,1,0
Dm9-3,Mi4-E,7,0
Dm9-3,T1-E,2,0
Dm9-3,R8-E,26,0
Dm9-3,R7-E,37,0
Dm9-3,Tm4-E,1,0
Dm9-3,Dm9-3,3,0
Dm9-3,Tm20-E,4,0
Dm9-3,Tm6_14-home,2,0
Dm9-3,Mi1-E,3,0
Dm9-3,C3-E,1,0
Dm9-3,Tm4-home,1,0
Dm9-3,Tm5c-2,4,0
Pm2-5,T3-out,3,0
Pm2-5,Tm4-C,2,0
Pm2-5,Pm1-2,1,0
Pm2-5,Y3_Y6-5,1,0
Pm2-5,Tm2-D,6,0
Pm2-5,Tm1-F,1,0
Pm2-5,TmY5a-0,1,0
Pm2-5,TmY13_like-0,1,0
Pm2-5,T2-home,1,0
Pm2-5,Pm2-1,1,0
Pm2-5,Tm1-home,14,0
Pm2-5,Pm2-3,3,0
Pm2-5,T3-D,1,0
Pm2-5,Tm1-D,4,0
Pm2-5,Pm4-0,7,0
Pm2-5,Tm2-home,3,0
Pm2-5,Tm1-P,6,0
Pm2-5,Pm2-9,1,0
Pm2-5,Pm4-4,1,0
Pm2-5,Tm4-K,1,0
Pm2-5,C3-E,1,0
Pm2-5,Mi2-2,1,0
Pm2-5,Mi1-P,2,0
Pm2-5,TmY3-home,1,0
Pm2-5,Pm1-0,12,0
Pm2-5,T3-C,2,0
Pm2-5,Mi9-home,1,0
Pm2-5,Tm2-F,1,0
Pm2-5,T2a-home,2,0
Pm2-5,Tm6_14-C,1,0
Pm2-5,Mi4-D,1,0
Pm2-5,Mi1-D,3,0
Pm2-5,Mi9-L,1,0
Pm2-5,Tm6_14-F,1,0
Pm2-5,Mi9-P,2,0
Pm2-5,Mi1-home,5,0
Pm2-5,Pm2-0,2,0
Pm2-5,Tm6_14-K,1,0
Pm2-5,T3-P,2,0
Pm2-5,T3-home,5,0
Pm2-5,Y3_Y6-0,1,0
Pm2-5,T3-B,1,0
Pm2-5,Tm2-P,3,0
Pm2-5,Pm1-1,3,0
Pm2-5,T3-F,1,0
Pm2-5,Y3_Y6-3,1,0
Pm2-5,Tm6_14-B,5,0
Pm2-5,Y3_Y6-1,4,0
Pm2-5,Pm4-2,1,0
Pm2-8,TmY5a-D,1,0
Pm2-8,Tm6_14-C,1,0
Pm2-8,Mi2-1,1,0
Pm2-8,Tm2-home,2,0
Pm2-8,Mi1-L,10,0
Pm2-8,Mi1-E,1,0
Pm2-8,Mi1-home,1,0
Pm2-8,Pm3-1,1,0
Pm2-8,Pm1-0,1,0
Pm2-8,Mi1-D,5,0
Pm2-8,Mi4-C,1,0
Pm2-8,Pm4-0,3,0
Pm2-8,Y3_Y6-4,2,0
Pm2-8,T3-K,3,0
Pm2-8,T2-K,2,0
Pm2-8,Tm1-C,11,0
Pm2-8,Tm1-L,12,0
Pm2-8,T3-D,2,0
Pm2-8,T2-C,2,0
Pm2-8,Tm4-C,1,0
Pm2-8,Tm3a-K,1,0
Pm2-8,T3-C,4,0
Pm2-8,Pm2-4,1,0
Pm2-8,T2a-L,1,0
Pm2-8,Tm1-D,3,0
Pm2-8,Y3_Y6-2,1,0
Pm2-8,Mi1-C,10,0
Pm2-8,Mi1-N,2,0
Pm2-8,T2a-D,1,0
Pm2-8,Tm4-K,2,0
Pm2-8,T2a-C,1,0
T2a-D,Tm3p-N,6,0
T2a-D,Pm2-7,1,0
T2a-D,Y3_Y6-4,1,0
T2a-D,T3-out,2,0
T2a-D,Pm1-0,3,0
T2a-D,Tm3p-E,2,0
TmY4_like-4,Mi4-E,6,0
TmY4_like-4,Dm3y-4,1,0
TmY4_like-4,Mi4-Q,1,0
TmY4_like-4,Mi1-P,1,0
TmY4_like-4,Tm5c-2,1,0
TmY4_like-4,Dm3x-2,2,0
TmY4_like-4,TmY4_like-2,1,0
TmY4_like-4,Tm28_TmY9-1,1,0
TmY4_like-4,Mi21,2,0
TmY4_like-4,TmY10_like-0,4,0
TmY4_like-4,Tm4-A,1,0
TmY4_like-4,Lawf1-2,1,0
TmY4_like-4,Mi4-P,5,0
TmY4_like-4,TmY5a-E,1,0
TmY4_like-4,Dm3x-0,1,0
TmY4_like-4,Tm4-E,1,0
TmY4_like-4,Mi4-F,7,0
TmY4_like-4,Tm5c-0,1,0
TmY4_like-4,Y3_Y6-0,2,0
TmY4_like-4,Lawf2-1,3,0
TmY4_like-4,Tm22_like,1,0
TmY4_like-4,Tm5a-E,2,0
TmY4_like-4,Tm28_TmY9-2,4,0
TmY4_like-4,Tm5Y-E,3,0
Pm2-7,Mi1-E,4,0
Pm2-7,T3-home,1,0
Pm2-7,Mi1-D,1,0
Pm2-7,T2-C,2,0
Pm2-7,Tm16_like-1,1,0
Pm2-7,Pm4-0,3,0
Pm2-7,T2a-B,2,0
Pm2-7,Tm2-home,1,0
Pm2-7,Tm1-F,5,0
Pm2-7,Pm1-2,2,0
Pm2-7,Tm1-E,5,0
Pm2-7,Mi1-F,6,0
Pm2-7,Pm1-0,1,0
Pm2-7,Y3_Y6-1,1,0
Pm2-7,T3-F,2,0
Pm2-7,Tm4-C,1,0
Pm2-7,T3-C,1,0
Pm2-7,Tm1-A,5,0
Pm2-7,T2a-E,1,0
Pm2-7,Tm4-J,1,0
Pm2-7,Tm3p-N,1,0
Pm2-7,Tm4-home,5,0
Pm2-7,Tm4-B,1,0
Pm2-7,Tm1-C,2,0
Pm2-7,T2-A,1,0
Pm2-7,Pm4-6,1,0
Pm2-7,Mi1-home,9,0
Pm2-7,T2a-Q,1,0
Pm2-7,Tm1-home,7,0
Pm2-7,T3-B,1,0
Pm2-7,T3-A,3,0
Pm2-7,Tm3p-home,1,0
Pm2-7,Tm1-B,3,0
Pm2-7,Pm3-1,1,0
Pm2-7,T2-home,2,0
Pm2-7,Tm1-D,3,0
Pm2-7,Tm6_14-J,1,0
Pm2-7,Tm16_like-3,1,0
Pm2-7,Mi1-A,4,0
Pm2-7,Mi1-B,3,0
Pm2-7,Mi1-C,1,0
Pm2-7,T2a-C,2,0
Pm2-7,T3-J,3,0
Tm2-E,T3-C,4,0
Tm2-E,Mi1-E,3,0
Tm2-E,Lawf1-2,1,0
Tm2-E,Tm4-home,1,0
Tm2-E,Tm6_14-C,3,0
Tm2-E,TmY5a-E,2,0
Tm2-E,Tm25_Y1-E,5,0
Tm2-E,Tm5b-E,1,0
Tm2-E,Pm3-0,5,0
Tm2-E,L2-E,2,0
Tm2-E,Dm1-2,3,0
Tm2-E,Dm1-0,2,0
Tm2-E,Y3_Y6-0,3,0
Tm2-E,Tm28_TmY9-0,2,0
Tm2-E,TmY4_like-2,1,0
Tm2-E,Pm1-0,21,0
Tm2-E,Mi9-E,24,0
Tm2-E,Tm1-E,3,0
Tm2-E,L5-E,20,0
Tm2-E,Dm6-4,1,0
Tm2-E,Tm6_14-B,3,0
Tm2-E,T3-D,14,0
Tm2-E,Pm3-1,4,0
Tm2-E,C3-P,5,0
Tm2-E,Tm2-E,1,0
Tm2-E,T3-E,13,0
Tm2-E,Tm4-F,1,0
Tm2-E,Dm3y-1,5,0
Tm2-E,Tm16_like-1,1,0
Tm2-E,TmY3-home,8,0
Tm2-E,Mi4-E,3,0
Tm2-E,Pm4-4,1,0
Tm2-E,Tm6_14-J,7,0
Tm2-E,Dm8-E,2,0
Tm2-E,Dm3x-2,7,0
Tm2-E,Pm4-3,2,0
Tm2-E,Mi2-0,1,0
Tm2-E,Dm3y-2,2,0
Tm2-E,TmY3-P,5,0
Tm2-E,T3-home,14,0
T3-F,Mi1-Q,4,0
T3-F,T3-A,3,0
T3-F,Tm9-P,1,0
T3-F,Tm6_14-home,1,0
T3-F,Pm3-1,7,0
T3-F,T3-home,4,0
T3-F,Tm6_14-F,2,0
T3-F,Tm2-P,1,0
T3-F,Tm4-F,1,0
T3-F,Y3_Y6-3,1,0
T3-F,Pm3-0,5,0
T3-F,Tm5c-2,4,0
T3-F,Tm6_14-A,2,0
T3-F,Lawf2-0,2,0
T3-F,Tm6_14-C,1,0
T3-F,Mi1-P,2,0
T3-F,Lawf2-1,3,0
Pm4-6,Tm6_14-A,3,0
Pm4-6,Mi1-A,1,0
Pm4-6,TmY5a-F,2,0
Pm4-6,Pm2-0,2,0
Pm4-6,Y3_Y6-3,7,0
Pm4-6,Mi9-A,1,0
Pm4-6,Tm6_14-B,6,0
Pm4-6,Pm2-1,1,0
Pm4-6,Tm1-A,4,0
Pm4-6,T3-B,4,0
Pm4-6,T3-A,2,0
Pm4-6,T2-B,1,0
Pm4-6,T2-A,4,0
T4d-F,T3-F,1,0
T4d-F,T4d-Q,1,0
T4d-F,T4d-P,1,0
T4d-F,Tm3a-home,1,0
T4d-F,T4b-F,1,0
T4d-F,T4d-home,3,0
T4d-F,T4d-E,3,0
T4d-F,T4a-F,1,0
T4d-F,Mi22-2,1,0
T4d-F,T4d-A,1,0
T4d-F,Tm3p-P,1,0
Y3_Y6-4,Tm5c_like,1,0
Y3_Y6-4,Tm5b-C,4,0
Y3_Y6-4,Tm20-C,2,0
Y3_Y6-4,Tm5Y-C,3,0
Y3_Y6-4,Mi4-C,1,0
Y3_Y6-4,Mi4-L,2,0
Y3_Y6-4,T2-K,1,0
Y3_Y6-4,Mi4-K,3,0
Y3_Y6-4,Lawf2-1,3,0
Y3_Y6-4,Tm5b-home,3,0
Y3_Y6-4,Pm4-0,1,0
Y3_Y6-4,TmY4_like-3,3,0
Y3_Y6-4,TmY5a-D,1,0
Y3_Y6-4,Tm5a-K,1,0
Y3_Y6-4,T2-C,1,0
Y3_Y6-4,TmY10_like-1,4,0
Y3_Y6-4,TmY4_like-1,3,0
Y3_Y6-4,T3-K,1,0
Y3_Y6-4,Tm28_TmY9-4,1,0
Y3_Y6-4,Tm20-home,2,0
Y3_Y6-4,TmY13_like-1,1,0
Y3_Y6-4,TmY10_like-0,2,0
Y3_Y6-4,Tm16_like-2,1,0
Y3_Y6-4,Mi22-1,2,0
Y3_Y6-4,Pm2-7,1,0
Y3_Y6-4,Tm25_Y1-D,4,0
Y3_Y6-4,Mi1-C,1,0
Y3_Y6-4,Mi4-D,1,0
R7-home,Dm7-0,11,0
R7-home,L3-home,1,0
R7-home,Dm8-L,2,0
R7-home,Dm8-B_home,27,0
R7-home,Tm5a-C,2,0
R7-home,Tm5b-home,8,0
R7-home,Tm5b-B,7,0
R7-home,Tm20-home,1,0
R7-home,Dm9-0,17,0
R7-home,Dm2-home,4,0
R7-home,Mi9-home,1,0
R7-home,R8-home,2,0
R7-home,Dm8-A,2,0
R7-home,Tm5c-2,1,0
R7-home,Dm8-F,8,0
R7-home,Dm8-D,6,0
R7-home,Dm8-C,9,0
R7-home,Dm2-B,1,0
TmY3-B,TmY13_like-1,1,0
TmY3-B,Pm2-3,1,0
TmY3-B,Mi1-home,1,0
TmY3-B,T2a-home,1,0
TmY3-B,Tm9-home,1,0
TmY3-B,Pm1-2,5,0
TmY3-B,Tm25_Y1-home,4,0
TmY3-B,Y3_Y6-2,6,0
TmY3-B,Tm2-B,1,0
TmY3-B,Mi4-B,1,0
TmY3-B,Mi4-home,1,0
TmY3-B,TmY3-C,2,0
TmY3-B,T3-B,7,0
TmY3-B,TmY5a-0,6,0
TmY3-B,T3-J,6,0
R7-D,R8-D,3,0
R7-D,Dm7-1,9,0
R7-D,Tm5b-D,17,0
R7-D,Dm4-0,1,0
R7-D,Dm5_like-1,1,0
R7-D,Tm20-D,1,0
R7-D,Dm7-0,4,0
R7-D,Dm8-F,1,0
R7-D,R7-C,3,0
R7-D,Tm25_Y1-D,1,0
R7-D,Dm8-C,13,0
R7-D,Tm25_Y1-E,1,0
R7-D,Dm9-0,12,0
R7-D,Dm8-D,30,0
R7-D,Dm8-B_home,9,0
R7-E,Dm2-F,1,0
R7-E,Mi9-E,5,0
R7-E,Tm5b-E,3,0
R7-E,Tm5c-2,1,0
R7-E,Dm8-C,2,0
R7-E,Dm8-E,50,0
R7-E,Dm8-F,3,0
R7-E,Tm5a-E,19,0
R7-E,Dm8-Q,16,0
R7-E,Dm2-E,4,0
R7-E,Dm9-3,19,0
R7-E,Dm7-0,2,0
Mi9-E,T4d-E,1,0
Mi9-E,T4a-P,6,0
Mi9-E,Y3_Y6-1,8,0
Mi9-E,TmY3-F,1,0
Mi9-E,Pm3-1,1,0
Mi9-E,Pm2-6,4,0
Mi9-E,TmY13_like-0,15,0
Mi9-E,TmY3-home,4,0
Mi9-E,T4b-E,1,0
Mi9-E,Mi4-P,1,0
Mi9-E,Lawf1-2,1,0
Mi9-E,Tm6_14-J,2,0
Mi9-E,Tm6_14-C,2,0
Mi9-E,Dm4-5,3,0
Mi9-E,T3-home,2,0
Mi9-E,Tm3p-P,1,0
Mi9-E,Mi4-E,33,0
Mi9-E,Pm4-3,19,0
Mi9-E,TmY3-P,2,0
Mi9-E,T4c-B,1,0
Mi9-E,T4a-home,2,0
Mi9-E,TmY5a-E,1,0
Mi9-E,Tm16_like-1,2,0
Mi9-E,Lawf1-1,1,0
Mi9-E,Mi22-2,3,0
Mi9-E,Lawf1-0,2,0
Mi9-E,Tm4-home,2,0
Mi9-E,Pm2-2,1,0
Mi9-E,Tm3p-E,2,0
Mi9-E,L4-home,1,0
Mi9-E,Tm6_14-home,3,0
Mi9-E,T3-E,1,0
Mi9-E,T2-home,1,0
Mi9-E,Tm2-E,12,0
Mi9-E,T2-D,1,0
Mi9-E,Tm6_14-B,1,0
Mi9-E,Y3_Y6-3,1,0
Mi9-E,Mi1-home,1,0
Mi9-E,T4c-N,1,0
Mi9-E,Tm4-F,2,0
Mi9-E,Y3_Y6-0,3,0
Mi9-E,Tm3a-D,1,0
Mi9-E,T4c-A,13,0
Mi9-E,Pm4-4,5,0
Mi9-E,T4b-D,11,0
Mi9-E,T4b-home,15,0
Mi9-E,TmY13_like-1,8,0
Mi9-E,Mi22-0,8,0
Mi9-E,T4c-E,3,0
Mi9-E,T4d-D,13,0
Mi9-E,Pm4-0,6,0
Mi9-E,Tm5a-E,1,0
Mi9-E,Tm1-E,16,0
Mi9-E,L4-D,1,0
Mi9-E,Pm2-1,1,0
Mi9-E,Lawf2-1,1,0
Mi9-E,T4c-F,12,0
Mi9-E,Pm2-0,2,0
T2a-L,Tm16_like-2,1,0
T2a-L,Tm6_14-K,4,0
T2a-L,Tm25_Y1-D,1,0
T2a-L,Pm2-1,1,0
T2a-L,Tm4-K,3,0
T2a-L,T2-K,2,0
T2a-L,Pm4-8,1,0
T2a-L,Mi1-C,1,0
T2a-L,T3-J,1,0
T2a-L,Y3_Y6-4,1,0
T2a-L,Tm3a-K,3,0
T2a-L,Pm1-0,5,0
T2a-L,Y3_Y6-1,2,0
T2a-L,T3-K,1,0
Dm3x-2,Tm5Y-F,1,0
Dm3x-2,Tm28_TmY9-0,6,0
Dm3x-2,Tm6_14-K,1,0
Dm3x-2,Tm6_14-C,1,0
Dm3x-2,Mi9-D,3,0
Dm3x-2,Dm3y-2,1,0
Dm3x-2,Tm28_TmY9-1,4,0
Dm3x-2,Tm5c-0,1,0
Dm3x-2,Tm1-E,2,0
Dm3x-2,Tm25_Y1-E,1,0
Dm3x-2,Dm3y-5,1,0
Dm3x-2,Dm3y-1,1,0
Dm3x-2,Tm16_like-0,1,0
Dm6-4,Mi4-Q,3,0
Dm6-4,Tm1-F,1,0
Dm6-4,Mi4,5,0
Dm6-4,Dm1-1,1,0
Dm6-4,T1-home,6,0
Dm6-4,Tm2-F,7,0
Dm6-4,Tm2-A,5,0
Dm6-4,Tm2-P,3,0
Dm6-4,L2-A,9,0
Dm6-4,L5-C,1,0
Dm6-4,T1-C,4,0
Dm6-4,L2-E,1,0
Dm6-4,T1-D,3,0
Dm6-4,Tm2-Q,5,0
Dm6-4,TmY3-home,2,0
Dm6-4,T1-F,11,0
Dm6-4,Mi1-E,1,0
Dm6-4,L2-Q,8,0
Dm6-4,L5-F,2,0
Dm6-4,T3-home,2,0
Dm6-4,T3-F,1,0
Dm6-4,Tm2-E,1,0
Dm6-4,Tm2-C,4,0
Dm6-4,L2-C,8,0
Dm6-4,L5-A,1,0
Dm6-4,L2-F,10,0
Dm6-4,Dm1-3,2,0
Dm6-4,Mi1-C,4,0
Dm6-4,L2-home,2,0
Dm6-4,TmY3-B,1,0
Dm6-4,Mi1-A,1,0
Dm6-4,L2-D,3,0
Dm6-4,T1-A,7,0
Dm6-4,Mi4-home,5,0
Dm6-4,Tm2-D,1,0
Dm6-4,T1-P,1,0
Dm6-4,L2-P,4,0
Dm6-4,Tm2-home,2,0
Dm6-4,T3-J,1,0
Dm6-4,Mi1-D,1,0
Dm6-4,Mi4-F,3,0
Dm6-4,TmY3-P,1,0
Dm6-4,Mi4-D,2,0
Dm6-4,Tm1-E,1,0
Dm6-4,Tm1-Q,1,0
Dm6-4,Dm9-0,1,0
Dm6-4,Tm4-B,1,0
Dm6-4,Dm1-0,3,0
Dm6-4,T3-B,2,0
Dm6-4,Mi9-A,1,0
Dm6-4,T1-Q,13,0
Dm6-4,Mi9-home,1,0
Dm6-4,T3-C,1,0
Dm6-4,Mi1-F,5,0
Mi4-home,Pm2-1,2,0
Mi4-home,TmY5a-E,2,0
Mi4-home,Dm3x-0,3,0
Mi4-home,Y3_Y6-2,12,0
Mi4-home,Tm3a-B,3,0
Mi4-home,T4d-C,1,0
Mi4-home,T3-B,4,0
Mi4-home,T4c-home,6,0
Mi4-home,TmY13_like-0,23,0
Mi4-home,Pm4-0,1,0
Mi4-home,Mi1-home,4,0
Mi4-home,Tm23_24,undefined,0
Mi4-home,Tm16_like-0,16,0
Mi4-home,T4a-F,4,0
Mi4-home,T4c-C,3,0
Mi4-home,Tm20-C,1,0
Mi4-home,Tm3p-home,1,0
Mi4-home,Tm20-home,22,0
Mi4-home,Pm2-5,1,0
Mi4-home,Tm3a-C,1,0
Mi4-home,TmY10_like-0,6,0
Mi4-home,TmY3-C,1,0
Mi4-home,Tm9-A,1,0
Mi4-home,Tm3p-E,1,0
Mi4-home,Tm8_like,1,0
Mi4-home,Pm1-2,2,0
Mi4-home,TmY5a-0,12,0
Mi4-home,Dm2-home,2,0
Mi4-home,TmY4_like-4,5,0
Mi4-home,Tm5a-C,2,0
Mi4-home,Tm5b-B,5,0
Mi4-home,TmY10_like-1,1,0
Mi4-home,Y3_Y6-3,2,0
Mi4-home,Tm4-home,1,0
Mi4-home,Dm6-1,2,0
Mi4-home,Tm3a-home,1,0
Mi4-home,T4c-A,3,0
Mi4-home,T4d-B,3,0
Mi4-home,Dm3y-2,1,0
Mi4-home,Tm9-F,1,0
Mi4-home,Tm16_like-1,9,0
Mi4-home,Dm3x-1,8,0
Mi4-home,T4b-home,4,0
Mi4-home,Dm6-3,2,0
Mi4-home,T4d-A,6,0
Mi4-home,T4d-R,7,0
Mi4-home,T4c-D,4,0
Mi4-home,Pm4-2,2,0
Mi4-home,Mi9-home,81,0
Mi4-home,T4b-E,5,0
Mi4-home,Y3_Y6-1,8,0
Mi4-home,Tm1-home,3,0
